observations,WM-hypointensities,Right-Lateral-Ventricle,Right-Amygdala,CortexVol
884,0.10177974474365756,-0.24073098425112355,0.23055782507675388,0.8435939362899461
920,-0.79719907504958,0.387109274025852,1.0609650216951116,-1.1071746764840193
946,0.2723962293688046,-0.8643848328794232,-0.0747264974807094,-0.22699736096059556
975,0.33385789968912,-0.6159763563417483,0.06904322293766685,0.2934101491782581
886,-0.9617858838344714,-0.15893022405152377,-0.6331091647075487,-0.48849654742994464
945,-1.0863090083044322,-0.13564758071692193,-0.7614993583046374,-0.33103093179561016
715,2.646948316221587,0.7741208217134924,0.6472697294847931,0.36406507866760496
958,-1.8689342230838513,0.17987057164257605,0.50565232570584,0.8798673132557687
696,-0.9810769039463858,0.8938503916616641,-0.7163840755155085,0.9690850682734092
918,0.1327227668863756,-0.25439498958210854,0.08006555613362239,-0.7462116577593242
725,-0.6600425271722736,0.9673809310109326,-0.5651304532285116,-0.7978013271902543
930,0.25163323746364774,-0.7103591789500129,-0.24206535752450994,-0.2610978222106807
971,-1.3546368860422293,-0.3668339861214356,-0.7384451302091442,0.19270982417709934
699,-0.6139543214236969,-0.28697627210865767,0.17098556198976603,-1.3470593686367263
731,-0.43501598698343924,-1.2150109561504507,-1.5609095549790963,-0.27105842810027914
708,-1.031452423175454,-0.42723404314346997,1.6621156183430041,-0.3290863894924824
894,3.0593526070671255,0.06299118627568769,-0.20497305973346944,0.5920609290274749
740,-0.12721149192777545,-0.4681398393595541,0.6752838009464449,1.1510093809815258
726,-0.3506225265482432,-1.542577930795346,0.022488929534349094,0.9371254590163771
919,-0.3284789352777489,0.5699336845025808,1.1685829441536641,0.8259678485791543
963,1.1341280549895258,0.9775650231292936,-0.9007782071359767,0.5916402249305139
941,-0.6804324039562063,-0.8181448675844574,-0.5101616016997664,0.4771930356981525
702,-0.4732036808146532,0.402010271478987,0.3044284048301825,-0.11314536262577328
905,-0.09349781224543734,-0.7712623806660801,-0.07290313052846205,0.6262268391544625
921,0.21043825513723194,0.7239010296995627,0.6307550691752845,-0.844507527697605
960,0.8007994091375121,0.268447552897132,1.067712500411447,0.26006660993555764
737,-1.0542585050525557,-1.1579576423547668,-1.6167836222858312,-1.4105922722876791
929,0.025503297107877586,0.2377189878361036,0.0892711648928355,-0.1133353319157688
735,-0.7200231705309879,0.11628898385486683,-0.5001731837588803,-0.3477494223654421
727,-1.228928855866663,-0.4137931078517483,-0.4031061971957327,0.030419955909079106
952,-0.23222568784491648,-1.0276781725020423,-0.15171488768901573,-0.4003995789311522
733,-0.6527649286712357,-0.4955881462224859,-0.25833392859161974,0.9916676574956428
948,-2.840204877144625,-0.7370642522763285,-1.3363744353447753,-2.2563437981092775
899,-0.7657456679084136,0.941103787043413,-0.8651747213822361,-1.866154192778037
709,-0.9168360918859213,-0.09999453151306398,-0.6247786454237327,0.5397015351025118
700,-0.7390618822156183,1.663069623472903,-0.9967577625865008,0.2120548990597462
893,-0.3076286711740616,-1.0763352286811914,-0.09929580867838184,1.1191511473562024
703,-0.8641889335043312,-0.9932845309388227,0.07583823409570627,-0.2496089299049651
889,-0.5008200279562718,-1.883458743384291,-0.7430323152043672,-2.474094101782042
954,0.06444133222589171,0.139454026460868,0.6438587068335153,-1.5773343325673095
984,0.045709089760754655,-0.08755774793310418,-0.5452009064703554,0.21471165439439838
938,-1.5001425965916722,0.3518870611851148,-0.020483763185454106,-0.07297848772798295
955,-1.0900516823811828,0.33131459292330595,-2.533722385357029,-1.5307213289074921
980,-0.7878644284493542,0.6558873207991814,-1.2276122877808324,-2.1049449988837767
732,1.3054686351177875,-0.04768522073720113,0.16996698523302972,0.0031890521711448933
701,0.08106314917820605,-0.28025238946588793,0.9645890071064912,-0.1678876696552048
913,0.6122468016841339,-0.32294940124880345,0.7382424633800904,0.10407687564893964
961,1.0615300774322383,0.36756947702630755,0.1488198129200899,1.08356869565093
890,-0.6553128249458275,0.6837424776723326,-0.5912659905861958,-0.846554249979889
950,1.9901151944130373,3.790608757277418,-0.7450395578164549,0.28335093177865206
936,-1.1626384409144281,0.3929078454818256,-0.6542874477931407,0.6994835682679501
898,0.08764803560765169,-1.691216235473989,-0.5764248579837999,-0.16564788693176183
972,-0.2932467461958491,-1.0344975698235823,-0.5909197407890616,-0.3864799937277036
933,-0.05118196103215593,0.6952027715934823,0.31777047440772105,0.4791979322132404
698,-0.1744854192883152,-0.578962475675591,-0.7570489612953334,-0.5027526539940382
914,1.2060581807523278,-0.0687982817739575,-0.9106746837066964,0.259723578185339
947,-1.2099559354668743,-0.325904417857793,-0.7468482107052833,-0.8151342071413467
901,-0.11337583793378789,-0.7760018852148511,1.3885773299823667,1.4464920659280045
729,0.4822921129167714,2.597716417300539,-0.3984985519762363,-0.3566177939565405
718,0.1613005928240587,0.8225372190031485,-1.0022792101980729,-0.026929651936824808
922,0.49026110010409085,0.1043441511136997,0.5309797473426943,1.101863355046384
981,-0.09948871264050141,0.4729103535874815,0.23089157018332593,0.7236908837241368
720,-0.03919391199204703,0.0073823708431181,1.4094260575832047,1.778696744065223
928,0.14201457102796833,-0.756598369678751,-1.2013158458036608,-0.5618003566111902
956,-0.13833726058579637,0.4189565446748009,0.7835637374373075,0.20004410025539207
896,0.38065899247087814,-1.094098378236485,-0.4706473393443109,-0.7408652077503369
944,-0.15877398654761582,-2.3498877325189937,-1.6263087850314826,-0.6841195588125775
927,-0.4731118917729859,1.9835558039427752,-0.3964450078444575,-0.1718386425272228
910,1.1052537310508979,-0.8660333481444541,-0.4632262285420562,-1.0896083788097388
741,-0.06095211646013581,-0.5450349068028981,0.570205093639915,-0.6190359553200483
721,-1.4724681959128871,-1.0346607115636755,-1.2579733343081445,-1.8521716415213347
932,-0.274653158421699,-0.11143594042469293,-0.32736561949752335,-1.1545862853312725
940,-0.7007716583302271,-0.01460946163796316,0.692429342676433,0.622307537368533
728,0.6245118501635538,0.6647462832500678,0.8386702069198888,0.8410422140647134
713,0.45156303572291884,0.00963716006783635,-0.13785709856523898,0.4826139493025931
714,-0.6687344661719901,-1.308579662853084,0.23014822372339447,-0.25476405872556146
912,0.40628120615620383,-0.7078906373185299,-0.8769808615606107,0.5375497671401784
925,-0.11958923433749093,-0.8447954761161204,0.2805705429224491,0.6851836744215131
730,-0.36976777162795854,-1.653960012463783,-0.033311285371870364,-1.3442881736945613
974,-0.22169666418359096,-0.005280831182376632,0.29084473402932487,0.7975673779536999
716,2.822028817244391,0.8669693294470581,0.47234622139637866,0.03119832666521908
968,-1.0703583154130032,-0.06524663567873541,-0.14027914498376465,-0.38060173260062624
734,-0.964017207830419,-0.999815118446961,0.060235282405960065,-0.6631234805462558
979,-0.2605621816997679,0.680756935107616,1.9511244655301125,0.24354667435083419
917,0.33023432747545445,-0.03863032494440003,0.21557558980317004,0.1729736124362859
966,1.1708305416289613,-1.6335653670360315,-0.22971244243040503,0.44735009293345646
962,-1.0775793852092477,-0.5679825991479563,0.44592778885612316,0.38858800286733564
707,-0.5771593321324018,0.4377970038547419,-0.11847108874080925,0.15413724302371373
977,0.16247824831095267,-1.104545972403113,-0.41280511995844715,-0.5343228895910844
935,-0.47499482618819955,0.17051841045059393,-0.6802459220587217,-0.5632179801885004
911,2.668861008042384,0.9335910365442319,2.5255327477110785,2.270886249978568
710,-0.28886638107763707,-0.8866615311531472,2.2239068724943674,1.88083864597837
949,-0.37335345891440963,-1.403049838324753,0.18179335884821496,0.6374427765810402
895,0.11808255672011608,0.4148434694581979,-0.6017771325091256,-0.6726441300916968
942,-0.482071056671706,0.9541281512789929,0.3138915062348558,1.1708773551798273
967,0.23141687095475633,1.2948285998803446,0.37430650567810403,1.2002211179359004
885,-0.5675245816285881,0.002908100213011102,-0.3022489135058468,1.3010953871981363
934,-0.18890686228621978,0.6151253489188141,-0.10980811273153437,0.12334097357882566
719,-1.3218093934072346,0.2988295764089985,-1.3048522241111222,-0.1413047971503378
909,-0.6162209589813836,0.26133372819496853,0.10876762860667198,0.007977960404050327
891,-0.03897015761379592,-1.6287738352256838,2.0909023293159468,-0.6108744669291262
985,0.5319493485955115,-0.7598316814348637,2.447543181130077,0.5837319885122433
704,-0.4683899692515756,-0.40185306971255585,0.48714268336596056,1.1220295551968216
892,0.1283303483648769,-0.5262508323124533,0.3256818279176236,-0.014757289236242907
902,-1.7742239521975887,-0.39672437561197094,-2.439215286968612,-0.028798442435004293
978,0.030714780569907556,-0.3687290643095897,-0.9012185089018904,1.170644401635119
712,-0.9522674132803586,0.9328127898072716,-0.8464964667421314,-0.017338962440548375
937,0.14713626542103553,2.5556428738015837,0.26399379151033897,0.006106167431604847
723,-0.3393798407220529,-0.795085162121726,-0.3989802019581847,-1.0758386815151115
